구분,시나리오 넘버,대사 넘버,배경,캐릭터 한글,캐릭터 영문,캐릭터 번자,표정,대사 한글,대사 영문,대사 번자,연출 종류,사운드,INDEX,CODE
,20,1,꿈의 세계 월드맵,누리,Nuri,諾莉,슬픔,"빨리, 빨리 나가자!","Come on, let's go!",快點，快點出去！,,,,
,20,2,꿈의 세계 월드맵,주인공,Player,Player,,"비공정이 전초기지에 도착하자마자, 누리는 울상을 지으며 뛰쳐내려갔다.","As soon as the ship arrived at the base camp, Nuri ran away with a weeping eyes.",飛空艇剛到達前哨基地，諾莉一臉痛苦地跑了下來。,,,,
,20,3,꿈의 세계 월드맵,드래곤 슬레이어,Dragon Slayer,屠龍者,,너도...... 본 기억이 있는데.,You too. I remember seeing you.,你也......我好像見過這個場景。,,,,
,20,4,꿈의 세계 월드맵,즈믄,Zimon,茲門,슬픔,"으아악! 잘, 잘못 보셨어요!",Aargh! You got it wrong!,啊啊啊！你、你看錯了！,,,,
,20,5,꿈의 세계 월드맵,주인공,Player,Player,,드래곤 슬레이어는 도망치는 즈믄을 보고 낄낄거렸다. 이런 걸 좋아하는 성격이었나.\n그사이 지부장님은 고대신룡의 상태를 확인하고 있었다.,"Dragon slayer chuckled when it saw Zimon running away. Did it like this kind of stuff?\nIn the meantime, manager was checking on the condition of God dragon.",屠龍者看到逃跑的吉蒙時發出了輕笑。原來他是喜歡這種情況的人嗎。\n此時，支部長正檢查著古代神龍的狀態。,,,,
,20,6,꿈의 세계 월드맵,지부장,Ellis Finnell,艾莉絲·皮內爾,보통,고대신룡의 상태는 어떻죠?,How is God dragon doing?,古代神龍的狀態如何？,,,,
,20,7,꿈의 세계 월드맵,디트,Deet,迪特,보통,상태가 더 나빠지진 않지만 치료제가 떨어져 가니 원.\n이대로는 며칠 더 못버티겠어.,"The condition does not get any worse, but there are not enough medicine.\nHe can't stand it for a few more days. ",狀態並沒有變得更糟，但治療藥劑快用完了。\n如果繼續這樣下去，幾天內可能就撐不住了。,,,,
,20,8,꿈의 세계 월드맵,지부장,Ellis Finnell,艾莉絲·皮內爾,보통,급하군요. 서두릅시다.,Let's hurry.,情況很緊急啊。我們得加快腳步。,,,,
,20,9,꿈의 세계 월드맵,주인공,Player,Player,,그때 비공정에서 내리는 우리를 렉스톤이 보고 인사를 하려다......,"When Rexton saw us getting off the ship, he tried to say hello.....",就在那時，雷克斯頓看到我們從飛空艇上走下來，準備向我們打招呼，結果......,,,,
,20,10,꿈의 세계 월드맵,렉스톤,Rexton,雷克斯頓,,드래곤 슬레이어잖아?! 뭐야 저놈 왜 데려온거야!,It's Dragon slayer! What? Why did you bring it?,那是屠龍者嗎？！怎麼會把那傢伙帶來啊！,,,,
,20,11,꿈의 세계 월드맵,주인공,Player,Player,,"그래, 저런 반응이 나올 줄 알았다.","Yes, I knew there would be such a reaction.",果然，我就知道會有這樣的反應。,,,,
,20,12,꿈의 세계 월드맵,지부장,Ellis Finnell,艾莉絲·皮內爾,보통,"아, 렉스톤. 잘됐군요. 지금 즉시 아르하로 출발해주세요.\n드래곤 슬레이어도 함께합니다.","Oh, Rexton. That's great. Please leave to Archa immediately.\nDragon Slayer is with us.",啊，雷克斯頓。這樣很好。請立即出發前往阿爾哈。\n龍殺手也會一起去。,,,,
,20,13,꿈의 세계 월드맵,렉스톤,Rexton,雷克斯頓,,뭐야?! 저번에 말했던거 진짜였어?!,What?! Was it real?!,什麼？！你之前說的是真的嗎？！,,,,
,20,14,꿈의 세계 월드맵,지부장,Ellis Finnell,艾莉絲·皮內爾,보통,괜찮습니다. 몇가지 약속한 게 있어서 우리에게 위해를 끼치진 않을겁니다.,"That's all right. I have a few promises, so it won't hurt us.",沒關係。我們有一些約定，他不會對我們造成威脅的。,,,,
