구분,시나리오 넘버,대사 넘버,배경,캐릭터 한글,캐릭터 영문,캐릭터 번자,표정,대사 한글,대사 영문,대사 번자,연출 종류,사운드,INDEX,CODE
,84,1,증명의탑,아스타로트,Astarot,亞斯她錄,화남,난 어둠의 주술사 아스타로트! 너 정도는 아니겠지만 나 역시 카데스의 힘을 받았다! 거기에 이곳 아르하의 힘을 더하면 너 정도는...!,"I am Astaroth, dark sorcerer! I may not be as good as you, but I've also got Kades's power! If I add the power here of Archa, you will be ...!",我是黑暗巫術師亞斯她錄！雖然不如你，但我同樣也受到了卡德斯的力量！再加上這裡阿爾哈的力量，像你這樣的存在...！,,,,
,84,2,증명의탑,블리자드,Blizzard,暴風雪,,안됩니다! 카데스의 힘과 아르하의 기운은 함께 사용할 수 없는 힘입니다!,No way! Power of Kades and Archa are mutually exclusive!,不行！卡德斯的力量與阿爾哈的氣息是無法一同使用的力量！,,,,
,84,3,증명의탑,아스타로트,Astarot,亞斯她錄,화남,시끄럽다! 내가 하겠다는 일에 일일이 토달지 마!,Silence! Do not disturb me!,閉嘴！不要對我想做的事指手劃腳！,,,,
,84,4,증명의탑,이그나,Igna,伊格納,,안됩니다! 그 정도 힘으로는 엔더 드래곤을 쓰러트릴 수 없어요! 목숨만 잃게 될게 뻔합니다!,No way! You can't beat Ender Dragon with that much power! You will lose your life!,不行！以這樣的力量根本無法擊敗終焰龍！只會白白喪命！,,,,
,84,5,증명의탑,아스타로트,Astarot,亞斯她錄,보통,내 마지막 선택 정도는 그냥 내버려둬라. 내가 바라는 일이다.,Leave my last choice alone. It's what I want.,讓我最後的選擇自己決定吧。這是我所渴望的事。,,,,
,84,6,증명의탑,주인공,Player,Player,,아스타로트의 발 밑에 검붉은 마법진이 펼쳐졌다. 그리고 아스타로트의 손에서 밝은 빛이 흩뿌려지며 마법진 위에 떨어졌다.,Dark red Magic Circle appeared under her feet. And a bright light fell from Astaroth's hand onto the Magic Circle.,在亞斯她錄的腳下，展開了血紅色的魔法陣。隨著亞斯她錄的手中散發出明亮的光芒，這些光點落在魔法陣上。,,,,
,84,7,증명의탑,주인공,Player,Player,,그 순간 아스타로트의 얼굴이 고통으로 일그러졌다. 꽉 깨문 입술이 터져 피가 흘러나오는게 보였다.,"At that moment, Astaroth's face was distorted with pain. I could see blood flow out of her lips, which she bit tightly.",就在那一刻，亞斯她錄的臉龐因痛苦而扭曲。緊咬的嘴唇裂開，血液開始流了出來。,,,,
,84,8,증명의탑,드래곤 슬레이어,Dragon Slayer,屠龍者,변신,저거 진짜 저러다 죽는다. 쉴라 여신은 아직이냐?,She killing herself. Where is Shilla?,那樣下去真的會死的。希拉女神還沒來嗎？,,,,
,84,9,증명의탑,솔라,Solar,太陽龍,,"안돼! 제발, 여신님 빨리 와주세요! 시렐라 님이 죽습니다!","No! Please, my goddess, come quickly! Sirella is going to die!",不行！拜託，女神快來！西瑞拉大人快死了！,,,,
,84,10,증명의탑,엔더 드래곤,Ender dragon,終焰龍,,그만둬라. 그 힘을 사용하면 넌 순환에서 벗어나게 된다. 두 번 다시 여기 있는 자들과 만나지 못하게 된다.,"Stop it. If you use that power, you will get out of circulation. You will never see anyone here again.",停止吧。使用那股力量，你將脫離循環，永遠無法再見到這裡的任何人。,,,,
,84,11,증명의탑,렉스톤,Rexton,雷克斯頓,변신,"그래, 쟤까지 말리는데 뭐하러 하는거야!","Yeah, you don't have to go that far.",對啊，連她都在勸阻，幹嘛還要繼續這樣做！,,,,
,84,12,증명의탑,엔더 드래곤,Ender dragon,終焰龍,,다시 한번 경고한다. 날 막기엔 부족한 힘이다. 그리고 넌 영혼까지 조각나 두 번 다시 이 땅에 태어나지 못한다.,I warn you once again. It's not enough to stop me. And you will not born again because your soul is broken.,我再警告你一次。要阻止我，你的力量還不夠。而且，你的靈魂將會碎裂，永遠無法在這片大地上重生。,,,,
,84,13,증명의탑,아스타로트,Astarot,亞斯她錄,웃음,큭큭큭. 왜지? 왜 이렇게 날 말리려고 드는거냐 엔더 드래곤?,"Why? Why are you trying to stop me, Ender Dragon?",呵呵呵。為什麼呢？為什麼你會這麼努力想要阻止我，終焰龍？,,,,
,84,14,증명의탑,주인공,Player,Player,,아스타로트는 고통스러운 와중에 웃음을 보이며 엔더 드래곤에게 물었다. 확실히 이상했다. 말릴 이유는 전혀 없었다.,Astaroth smiled and asked Ender Dragon in pain. It was certainly strange. There was no reason for Ender Dragon to stop her.,亞斯她錄在痛苦中露出笑容，問著終焰龍。確實，這樣的行為很奇怪，根本沒有阻止的理由。,,,,
,84,15,증명의탑,엔더 드래곤,Ender dragon,終焰龍,,무의미하다. 넌 내가 의도하는 '파멸'과는 다른 '파멸'로 치닫고 있다. 무의미한 파멸은 내 의도된 파멸과는 다르다.,It's meaningless. You are heading for another 'doom' from what I mean. Inane destruction is not what I intended.,毫無意義。你正在走向的「滅亡」與我所意圖的「滅亡」是不同的。無意義的滅亡，與我所計劃的滅亡完全不同。,,,,
,84,16,증명의탑,아스타로트,Astarot,亞斯她錄,보통,이 파멸 저 파멸 나눠서 구분하는 거냐? 멍청한 소리구나. 우리에겐 끝은 그냥 끝일 뿐이다. 그리고 그 끝을 선택하는건 나 자신이다.,How could you distinguishing the doom? That's silly. The end is just the end for us. And it is myself to choose the end.,把這個滅亡那個滅亡分開來區分嗎？真是愚蠢的話。我們的結局，對我們來說不過就是結局而已。而選擇那個結局的，只有我自己。,,,,
,84,17,증명의탑,주인공,Player,Player,,아스타로트의 대답에 엔더 드래곤이 흠칫 놀란게 보였다.,Ender Dragon looked surprised at Astaroth's answer.,亞斯她錄的回答讓終焰龍微微一驚。,,,,
,84,18,증명의탑,아스타로트,Astarot,亞斯她錄,보통,아직 언니가 살아있다면 됐다. 그러면 아르하는 다시 살아나겠지. 너와 나만 없어지면 아르하는 깨끗해진다.,"If my sister was still alive, it will be fine. Then Archa will revive. It will be clean if you and I are gone.",只要姐姐還活著就好了。那麼，阿爾哈應該會重生吧。只要你和我消失，阿爾哈就能被清除乾淨。,,,,
,84,19,증명의탑,다크나이트,Dark Knight,黑騎士,,시렐라님 안됩니다!,"Sirella, no!",西瑞拉大人，不行！,,,,
,84,20,증명의탑,아스타로트,Astarot,亞斯她錄,보통,작별이다 수호룡들아. 아르하를 부탁한다.,"Goodbye, guardians. Do your best for Archa.",告別了，守護龍們。請好好照顧阿爾哈。,,,,
,84,21,증명의탑,주인공,Player,Player,,그리고 마법진을 중심으로 강렬한 빛이 터져나왔다. 난 그만 눈을 감고 말았다.,Then a strong light exploded around the Magic Circle. I just closed my eyes.,隨著魔法陣的中心爆發出強烈的光芒，我不禁閉上了眼睛。,,,,
,,,,,,,,밝은 빛을 확인하자(증명의 탑에 퀘스트 표시),Check the light.,確認亮光（證明之塔顯示了任務標記）,,,,
,85,1,증명의탑,주인공,Player,Player,,밝은 빛이 잦아들고 난 뒤 그곳에는...... 아스타로트가 남았다.,"After the bright light died down, Astaroth was still there.",當亮光漸漸消退後，那裡......只剩下了亞斯她錄。,,,,
,85,2,증명의탑,아스타로트,Astarot,亞斯她錄,보통,......,(silent),......,,,,
