구분,시나리오 넘버,대사 넘버,배경,캐릭터 한글,캐릭터 영문,캐릭터 번자,표정,대사 한글,대사 영문,대사 번자,연출 종류,사운드,INDEX,CODE
,63,1,꿈의 세계,렉스톤,Rexton,雷克斯頓,변신,너희들 이거 납치야! 노동력 착취다! 거기 드래곤 테이머 협회 사람! 드래곤이 학대당한다! 도와줘!,You just kidnapped me! Labor exploitation! Hey you! From the Tamer Association there! Dragon is being abused! Help me!,你們這是綁架！勞動力剝削！那邊的龍使協會的人！龍被虐待了！幫幫忙！,,,,
,63,2,꿈의 세계,주인공,Player,Player,,렉스톤의 처절한 절규가 이어졌지만 '드래곤 테이머 협회 사람'인 지부장님은 담담하게 말을 이어갔다.,"Rexton's desperate scream continued, but the manager, a member of the Dragon Tamer Association, continued to talk calmly.",雷克斯頓的慘烈呼喊繼續著，但作為「龍使協會的人」的支部長則平靜地繼續說話。,,,,
,63,3,꿈의 세계,지부장,Ellis Finnell,艾莉絲·皮內爾,보통,결국 아무런 단서도 없었던 건가요.,So you didn't find any clue.,最終什麼線索也沒有嗎？,,,,
,63,4,꿈의 세계,포폰,Popon,波彭,,"어, 응...... 열심히 찾아봤는데도 아무것도 없었어.","Oh, yeah.......but I searched hard and found nothing.",嗯......我努力找了，但什麼也沒有找到。,,,,
,63,5,꿈의 세계,누리,Nuri,諾莉,슬픔,어떡하지? 이대로는 정말 드래곤 슬레이어한테 물어보는 수밖에 없는거 아니야?,What should we do? Do we really have to ask Dragon slayer?,怎麼辦呢？這樣下去真的只能去問屠龍者了吧？,,,,
,63,6,꿈의 세계,지부장,Ellis Finnell,艾莉絲·皮內爾,보통,지금 당장 시도하기에는 인력이나 자원 요소가 큽니다. 심지어 불확실하구요.,We don't have enough people or resources to try right now. It's even unclear.,現在立刻嘗試的話，涉及到的人力和資源問題很大。而且結果也不確定。,,,,
,63,7,꿈의 세계,주인공,Player,Player,,벌떡 일어났던 솔라가 다시 조용히 자리에 앉았다.,"Solar, who had jumped to his feet, sat quietly again.",太陽龍猛地站了起來，又靜靜地坐了下去。,,,,
,63,8,꿈의 세계,지부장,Ellis Finnell,艾莉絲·皮內爾,보통,일단 아르하의 여신이란 존재가 있단 것은 확실합니다. 그리고 그녀를 찾으면 이 싸움에 새로운 희망이 생기겠죠.,"It's clear that there is a goddess of Archa. So if you find her, there will be new hope for this fight.",至少可以確定的是，阿爾哈的女神確實存在。而且，如果能找到她，這場戰爭將會有新的希望。,,,,
,63,9,꿈의 세계,지부장,Ellis Finnell,艾莉絲·皮內爾,보통,여신도 그것을 알고 있기에 드래곤 슬레이어와 고대신룡에게 힘을 줬습니다. 자신의 존재가 드러나는 위험을 감수하고 도움을 준거죠.,"Since goddess knew it, she gave power to Dragon slayer and God Dragon. She took the risk of showing her identity and helped them.",女神也正因為知道這一點，才賦予了龍獵人和古代神龍力量。她冒著揭示自己存在的風險，選擇幫助他們。,,,,
,63,10,꿈의 세계,즈믄,Zimon,茲門,보통,그런데도 못찾았다는 건 혹시 카데스의 부하들이 여신을 다시 잡아가거나...... 헤친 건 아닐까요?,But we still couldn't find her by any chance Kades's men took the goddess back... or hurt her?,就算如此沒找到，是不是可能是卡德斯的部下再次把女神抓走或是傷害她了呢？,,,,
,63,11,꿈의 세계,지부장,Ellis Finnell,艾莉絲·皮內爾,보통,그럴 가능성도 있습니다. 하지만 그렇게 되었다면 이곳 전초기지에 대한 공세가 더욱 격렬해졌겠죠. 혹은 여신이 없는 아르하에 이상이 발생하거나.,That's a possibility. But that would have made the attack on the outpost even more intense. Or something wrong with Archa without a goddess.,那也有可能。不過，如果真是這樣，那麼這裡的前哨基地應該會面臨更強烈的攻擊。或者是沒有女神的阿爾哈會出現異常。,,,,
,63,12,꿈의 세계,지부장,Ellis Finnell,艾莉絲·皮內爾,보통,자랑스럽게도 저희 협회 소속의 테이머들이 카데스의 침공 군단을 잘 막아내고 있습니다. 저들 입장에서 물불 가릴 때가 아닐 정도로 말이죠.,"Fortunately, tamers of association are defending against invasion of Kades.",還好我們協會所屬的馴獸師們成功阻擋了卡德斯的侵攻軍團。對他們來說，眼下正是毫不猶豫的時候。,,,,
,63,13,꿈의 세계,지부장,Ellis Finnell,艾莉絲·皮內爾,보통,하지만 침공이니 정복이니 아직도 이런 군단 역할을 나눠서 활동하고 있습니다. 분명 헬카이저는 지금 여신을 찾고 있느라 이곳에 나타나지 않았을 겁니다.,But they are still working as legions of invasion and conquest. I'm sure Hell Kaiser wasn't here because he was looking for the goddess.,然而，即使是侵略與征服，他們依然分工合作地行動著。可以確定的是，地獄凱撒應該是因為正在尋找女神，才沒有出現於這裡。,,,,
,63,14,꿈의 세계,주인공,Player,Player,,거기서 지부장님은 잠시 말을 멈추고 생각에 잠겼다. 적어도 지금까지 지부장님이 말씀하신 내용 중에 틀린 것은 없었다.,"The manager paused and thought. Nothing was wrong, at least so far, with what the manager has said.",在那時，總部長暫時停下了話語，陷入了沉思。至少到目前為止，總部長所說的內容並沒有錯誤。,,,,
,63,15,꿈의 세계,지부장,Ellis Finnell,艾莉絲·皮內爾,보통,"어쩌면 그 여신은 너무 일찍 모습을 드러낸게 아닐까 싶습니다. 새로운 희망을 봤지만, 본인의 준비가 덜 되었거나 우리쪽 힘이 아직 약한거겠죠.","Perhaps, I think the goddess came out too early. She saw new hope, but not ready yet or we are still weak.",或許那位女神過早地顯露了自己。雖然看到了新的希望，但她的準備可能不足，或可能是我們這邊的實力還太弱。,,,,
,63,16,꿈의 세계,지부장,Ellis Finnell,艾莉絲·皮內爾,보통,그래서 다시 한번 숨은겁니다. 양쪽 어느쪽이든 좀 더 준비를 갖출 때를 기다리면서요. 아마도 헬카이저를 능가한 새로운 적이 있을겁니다.,"So, that is why she hid herself waiting for more preparation. Maybe there's a new enemy that stronger than Hell Kaiser.",所以她又一次隱藏起來了。她在等待雙方都能做好更多準備的時候。或許，會有超越地獄凱撒的新敵人出現。,,,,
,63,17,꿈의 세계,지부장,Ellis Finnell,艾莉絲·皮內爾,보통,어쩌면 악신 카데스 본인과 맞설지도 모르죠.,Or... we can meet Kades.,也許她會與邪神卡德斯本人對抗。,,,,
,63,18,꿈의 세계,주인공,Player,Player,,나도 모르게 침을 꿀꺽 삼켰다. 갑자기 무시무시한 이름이 나오니 본능적으로 거부감이 들었다. 아마 주변의 사람들과 드래곤들 역시 마찬가지일 것이다.,The sudden mention of that name gave me a bad feeling. Perhaps the same is true of the people and the dragons around.,我不自覺地吞下了口水。突然冒出這麼可怕的名字，讓我不自覺的感到排斥。周圍的人和龍們好像也有同感。,,,,
,63,19,꿈의 세계,렉스톤,Rexton,雷克斯頓,변신,여기까지 다 알고 있으면 빨리 여신을 찾아야지 바보들아.,"If you know all this, you'll have to find the goddess as soon as possible.",到現在知道這麼多，還不快點去找女神，真是笨蛋們。,,,,
,63,20,꿈의 세계,디트,Deet,迪特,보통,"그래, 저 말이 맞다 이 바보들아.","That's right, you idiots.",對，說得對，這些笨蛋們。,,,,
,63,21,꿈의 세계,주인공,Player,Player,,"난동만 피우던 렉스톤이 갑자기 이성적으로 말했고, 디트가 거기에 동의했다.","Rexton suddenly spoke rationally, and Deet agreed.",原本一直開玩笑的雷克斯頓突然開始理性地說話，迪特也同意了。,,,,
,63,22,꿈의 세계,지부장,Ellis Finnell,艾莉絲·皮內爾,보통,제가 보기에도 그게 맞습니다 바보들아.,That's right for me. You fools.,我也認為這是對的，笨蛋們。,,,,
,63,23,꿈의 세계,누리,Nuri,諾莉,슬픔,"뭐, 뭐라구요?",W..What?,你說什麼？,,,,
,63,24,꿈의 세계,지부장,Ellis Finnell,艾莉絲·皮內爾,보통,뭐가요?,Did I say something?,甚麼東西?,,,,
,63,25,꿈의 세계,즈믄,Zimon,茲門,슬픔,방금 지부장님......,You just told...,剛才，支部長......,,,,
,63,26,꿈의 세계,렉스톤,Rexton,雷克斯頓,변신,여신의 힘으로 고대신룡과 드래곤 슬레이어는 더 큰 힘을 얻었잖아. 지금 그게 우리에게 필요하다고.,"God Dragon and Dragon slayer gained more power from her. Now we need it, too.",以女神的力量，古代神龍和屠龍者獲得了更強大的力量。現在，我們也需要這樣的力量。,,,,
